Feature,Importance
original_firstorder_MeanAbsoluteDeviation_LV_ES,0.00024783147459727387
original_gldm_LargeDependenceLowGrayLevelEmphasis_MYO_ED,0.00024369016536118361
original_glrlm_GrayLevelVariance_MYO_ED,0.0002419215482979091
original_glrlm_LongRunLowGrayLevelEmphasis_MYO_ES,0.00024142093464390408
original_gldm_LargeDependenceLowGrayLevelEmphasis_RV_ED,0.00024129610479145118
original_glrlm_ShortRunHighGrayLevelEmphasis_MYO_ED,0.00024104683195592288
original_shape_SurfaceArea_MYO_ED,0.00024092238857339527
original_glcm_SumAverage_MYO_ES,0.00024054982817869414
original_gldm_LargeDependenceHighGrayLevelEmphasis_MYO_ES,0.00024017841825355976
original_glcm_DifferenceEntropy_LV_ED,0.00024017841825355976
original_glcm_SumEntropy_RV_ED,0.00023993144815766924
original_shape_SurfaceVolumeRatio_RV_ED,0.0002280233452472514
original_glcm_Contrast_RV_ED,0.0001858736059479554
original_ngtdm_Complexity_MYO_ES,0.00018489170628631802
original_glcm_SumSquares_MYO_ED,0.0001839201261166579
original_glszm_SmallAreaHighGrayLevelEmphasis_RV_ED,0.0001832460732984293
original_glcm_Imc2_RV_ES,0.00018315018315018312
original_glszm_ZoneEntropy_RV_ED,0.0001829587036069002
original_glcm_MCC_LV_ED,0.00018276762402088772
original_firstorder_TotalEnergy_MYO_ES,0.0001826722338204593
original_glcm_Imc1_LV_ES,0.00018257694314032343
original_firstorder_Skewness_LV_ES,0.0001825769431403234
original_glcm_ClusterProminence_RV_ED,0.0001824817518248175
original_gldm_GrayLevelVariance_LV_ED,0.00018210197710718002
original_glcm_ClusterShade_RV_ES,0.00018200728029121163
original_firstorder_Range_MYO_ED,0.0001818181818181818
original_glszm_ZonePercentage_MYO_ES,0.00018181818181818178
original_glszm_GrayLevelVariance_MYO_ED,0.00018153526970954357
original_glcm_ClusterShade_MYO_ED,0.0001805985552115583
original_glcm_InverseVariance_LV_ED,0.00018050541516245486
original_glcm_Imc2_LV_ED,0.00018031942297784653
original_glrlm_ShortRunHighGrayLevelEmphasis_RV_ES,0.00018031942297784645
original_gldm_SmallDependenceHighGrayLevelEmphasis_RV_ED,0.00018022657054582905
original_firstorder_Energy_LV_ED,0.0001800411522633745
original_gldm_GrayLevelVariance_RV_ES,0.00017976373908577296
original_firstorder_Median_MYO_ED,0.00017939518195797028
original_gldm_SmallDependenceHighGrayLevelEmphasis_LV_ED,0.00017939518195797026
original_glszm_GrayLevelVariance_RV_ED,0.0001788451711803781
original_glszm_LargeAreaHighGrayLevelEmphasis_MYO_ED,0.00016109730277087369
original_glszm_SizeZoneNonUniformity_MYO_ES,0.0001540862883214599
original_glcm_Idm_LV_ED,0.0
original_glcm_SumAverage_LV_ED,0.0
original_gldm_HighGrayLevelEmphasis_LV_ED,0.0
original_glcm_InverseVariance_MYO_ES,0.0
original_glcm_Autocorrelation_MYO_ED,0.0
original_glcm_ClusterTendency_MYO_ED,0.0
original_glcm_Contrast_MYO_ED,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis_MYO_ES,0.0
original_glcm_JointEnergy_LV_ED,0.0
original_glcm_Autocorrelation_LV_ED,0.0
original_glszm_GrayLevelVariance_MYO_ES,0.0
original_glszm_HighGrayLevelZoneEmphasis_MYO_ES,0.0
original_glszm_GrayLevelNonUniformityNormalized_MYO_ES,0.0
original_glrlm_RunEntropy_MYO_ES,0.0
original_firstorder_90Percentile_MYO_ES,0.0
original_firstorder_Kurtosis_MYO_ES,0.0
original_firstorder_Range_MYO_ES,0.0
original_firstorder_Median_MYO_ES,0.0
original_firstorder_Variance_MYO_ES,0.0
original_glcm_Autocorrelation_MYO_ES,0.0
original_glcm_ClusterProminence_MYO_ES,0.0
original_firstorder_Uniformity_MYO_ES,0.0
original_glcm_ClusterTendency_LV_ED,0.0
original_firstorder_Mean_RV_ED,0.0
original_firstorder_Median_RV_ED,0.0
original_firstorder_Range_RV_ED,0.0
original_firstorder_RobustMeanAbsoluteDeviation_RV_ED,0.0
original_firstorder_RootMeanSquared_RV_ED,0.0
original_firstorder_Uniformity_RV_ED,0.0
original_glcm_Contrast_MYO_ES,0.0
original_glcm_ClusterShade_RV_ED,0.0
original_glcm_ClusterTendency_RV_ED,0.0
original_glcm_DifferenceVariance_RV_ED,0.0
original_glcm_DifferenceAverage_RV_ED,0.0
original_glcm_JointEntropy_MYO_ED,0.0
original_glcm_MaximumProbability_MYO_ED,0.0
original_glcm_SumEntropy_MYO_ED,0.0
original_glcm_Imc1_MYO_ED,0.0
original_gldm_HighGrayLevelEmphasis_MYO_ED,0.0
original_glcm_Correlation_MYO_ED,0.0
original_glcm_DifferenceAverage_MYO_ED,0.0
original_glcm_DifferenceEntropy_MYO_ED,0.0
original_shape_Flatness_MYO_ES,0.0
original_shape_Maximum2DDiameterColumn_MYO_ES,0.0
original_firstorder_10Percentile_MYO_ES,0.0
original_glrlm_ShortRunLowGrayLevelEmphasis_MYO_ES,0.0
original_glszm_LargeAreaEmphasis_RV_ED,0.0
original_glszm_HighGrayLevelZoneEmphasis_RV_ED,0.0
original_glszm_GrayLevelNonUniformityNormalized_RV_ED,0.0
original_glszm_GrayLevelNonUniformity_RV_ED,0.0
original_gldm_SmallDependenceHighGrayLevelEmphasis_MYO_ED,0.0
original_glrlm_GrayLevelNonUniformityNormalized_MYO_ED,0.0
original_gldm_LowGrayLevelEmphasis_MYO_ED,0.0
original_glcm_Id_RV_ED,0.0
original_ngtdm_Coarseness_LV_ED,0.0
original_ngtdm_Complexity_LV_ED,0.0
original_ngtdm_Strength_LV_ED,0.0
original_glcm_Imc1_RV_ED,0.0
original_glcm_SumAverage_RV_ED,0.0
original_glszm_SmallAreaHighGrayLevelEmphasis_LV_ED,0.0
original_glcm_Imc2_RV_ED,0.0
original_glcm_JointEnergy_RV_ED,0.0
original_glcm_ClusterTendency_LV_ES,0.0
original_glcm_Contrast_LV_ES,0.0
original_glcm_DifferenceEntropy_LV_ES,0.0
original_glcm_JointAverage_LV_ES,0.0
original_glcm_JointEnergy_LV_ES,0.0
original_glcm_JointEntropy_LV_ES,0.0
original_glcm_MaximumProbability_LV_ES,0.0
original_glcm_SumEntropy_LV_ES,0.0
original_glcm_SumSquares_LV_ES,0.0
original_gldm_GrayLevelVariance_LV_ES,0.0
original_gldm_HighGrayLevelEmphasis_LV_ES,0.0
original_firstorder_90Percentile_RV_ED,0.0
original_firstorder_MeanAbsoluteDeviation_RV_ED,0.0
original_glszm_ZoneEntropy_LV_ES,0.0
original_glszm_ZoneEntropy_LV_ED,0.0
original_glszm_ZoneVariance_LV_ED,0.0
original_glrlm_LongRunEmphasis_LV_ES,0.0
original_glrlm_HighGrayLevelRunEmphasis_LV_ES,0.0
original_glszm_SizeZoneNonUniformityNormalized_LV_ES,0.0
original_glrlm_LongRunLowGrayLevelEmphasis_LV_ES,0.0
original_firstorder_Mean_RV_ES,0.0
original_glcm_Autocorrelation_RV_ES,0.0
original_glcm_ClusterProminence_RV_ES,0.0
original_glrlm_ShortRunHighGrayLevelEmphasis_LV_ES,0.0
original_glcm_Contrast_RV_ES,0.0
original_glcm_DifferenceAverage_RV_ES,0.0
original_glcm_Id_RV_ES,0.0
original_glcm_DifferenceEntropy_RV_ES,0.0
original_glcm_InverseVariance_RV_ES,0.0
original_glcm_JointAverage_RV_ES,0.0
original_gldm_DependenceEntropy_RV_ES,0.0
original_firstorder_Maximum_RV_ES,0.0
original_gldm_HighGrayLevelEmphasis_RV_ES,0.0
original_gldm_LargeDependenceEmphasis_RV_ES,0.0
original_ngtdm_Complexity_MYO_ED,0.0
original_gldm_LowGrayLevelEmphasis_RV_ES,0.0
original_glcm_SumSquares_RV_ED,0.0
original_gldm_GrayLevelVariance_RV_ED,0.0
original_glrlm_GrayLevelNonUniformityNormalized_RV_ED,0.0
original_glrlm_LongRunHighGrayLevelEmphasis_RV_ED,0.0
original_glrlm_RunEntropy_RV_ED,0.0
original_glrlm_RunPercentage_RV_ED,0.0
original_shape_Elongation_LV_ES,0.0
original_gldm_LargeDependenceLowGrayLevelEmphasis_LV_ES,0.0
original_gldm_SmallDependenceEmphasis_LV_ES,0.0
original_glrlm_GrayLevelVariance_LV_ES,0.0
original_ngtdm_Complexity_LV_ES,0.0
original_glcm_ClusterShade_LV_ES,0.0
original_firstorder_Range_LV_ES,0.0
original_firstorder_Median_LV_ES,0.0
original_firstorder_Mean_LV_ES,0.0
original_firstorder_Kurtosis_LV_ES,0.0
original_firstorder_Entropy_LV_ES,0.0
original_glrlm_LongRunEmphasis_RV_ES,0.0
original_gldm_SmallDependenceHighGrayLevelEmphasis_RV_ES,0.0
original_glcm_Autocorrelation_LV_ES,0.0
original_glrlm_RunPercentage_RV_ES,0.0
original_gldm_LowGrayLevelEmphasis_LV_ED,0.0
original_glrlm_GrayLevelNonUniformityNormalized_LV_ED,0.0
original_glrlm_LongRunEmphasis_LV_ED,0.0
original_glrlm_LowGrayLevelRunEmphasis_LV_ED,0.0
original_glrlm_RunEntropy_LV_ED,0.0
original_glrlm_RunLengthNonUniformity_RV_ES,0.0
original_firstorder_RobustMeanAbsoluteDeviation_LV_ES,0.0
original_glszm_GrayLevelNonUniformityNormalized_LV_ED,0.0
original_glszm_GrayLevelVariance_LV_ED,0.0
original_glcm_JointAverage_MYO_ES,0.0
original_glszm_HighGrayLevelZoneEmphasis_LV_ED,0.0
original_glcm_JointEntropy_MYO_ES,0.0
original_glcm_SumEntropy_MYO_ES,0.0
original_glcm_SumSquares_MYO_ES,0.0
original_glcm_JointEnergy_MYO_ES,0.0
original_firstorder_10Percentile_LV_ED,0.0
original_glszm_SizeZoneNonUniformity_RV_ED,0.0
original_glszm_ZonePercentage_RV_ED,0.0
original_glszm_SizeZoneNonUniformityNormalized_RV_ED,0.0
original_ngtdm_Busyness_RV_ED,0.0
original_glrlm_LongRunLowGrayLevelEmphasis_MYO_ED,0.0
original_glrlm_RunLengthNonUniformityNormalized_LV_ED,0.0
original_firstorder_RootMeanSquared_LV_ES,0.0
original_glszm_GrayLevelNonUniformityNormalized_MYO_ED,0.0
original_glrlm_ShortRunLowGrayLevelEmphasis_MYO_ED,0.0
original_glszm_SmallAreaHighGrayLevelEmphasis_MYO_ED,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis_MYO_ED,0.0
original_glszm_LargeAreaLowGrayLevelEmphasis_RV_ES,0.0
original_glszm_ZonePercentage_RV_ES,0.0
original_ngtdm_Complexity_RV_ES,0.0
original_glszm_LowGrayLevelZoneEmphasis_MYO_ED,0.0
original_glszm_ZoneEntropy_MYO_ES,0.0
original_firstorder_90Percentile_MYO_ED,0.0
original_firstorder_Entropy_MYO_ED,0.0
original_firstorder_Energy_MYO_ED,0.0
original_firstorder_InterquartileRange_MYO_ED,0.0
original_firstorder_MeanAbsoluteDeviation_MYO_ED,0.0
original_firstorder_Mean_MYO_ED,0.0
original_glszm_SmallAreaLowGrayLevelEmphasis_MYO_ED,0.0
original_firstorder_Minimum_MYO_ED,0.0
original_firstorder_Uniformity_MYO_ED,0.0
original_firstorder_TotalEnergy_LV_ED,0.0
original_firstorder_Variance_MYO_ED,0.0
original_gldm_GrayLevelVariance_MYO_ES,0.0
original_gldm_HighGrayLevelEmphasis_MYO_ES,0.0
original_firstorder_Range_LV_ED,0.0
original_firstorder_Skewness_LV_ED,0.0
original_firstorder_Mean_LV_ED,0.0
original_gldm_LowGrayLevelEmphasis_MYO_ES,0.0
original_shape_SurfaceArea_LV_ED,0.0
original_gldm_SmallDependenceHighGrayLevelEmphasis_MYO_ES,0.0
original_glrlm_GrayLevelVariance_MYO_ES,0.0
original_firstorder_Entropy_LV_ED,0.0
original_ngtdm_Strength_MYO_ES,0.0
original_shape_Maximum2DDiameterColumn_LV_ED,0.0
